api_full_name,status,rounds,repair_model_used,signature_found,param_count,required_param_count,supported_param_count,stage3_preview_ready,errors,warnings,stage3_preview_reasons,json_path
tensorflow.keras.ops.numpy.empty,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.empty.json
tensorflow.keras.ops.numpy.equal,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.equal.json
tensorflow.keras.ops.numpy.exp,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.exp.json
tensorflow.keras.ops.numpy.exp2,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.exp2.json
tensorflow.keras.ops.numpy.flip,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.flip.json
tensorflow.keras.ops.numpy.floor,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.floor.json
tensorflow.keras.ops.numpy.gcd,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.gcd.json
tensorflow.keras.ops.numpy.greater,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.greater.json
tensorflow.keras.ops.numpy.greater_equal,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.greater_equal.json
tensorflow.keras.ops.numpy.hamming,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.hamming.json
tensorflow.keras.ops.numpy.hanning,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.hanning.json
tensorflow.keras.ops.numpy.heaviside,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.heaviside.json
tensorflow.keras.ops.numpy.histogram,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.histogram.json
tensorflow.keras.ops.numpy.hstack,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.hstack.json
tensorflow.keras.ops.numpy.hypot,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.hypot.json
tensorflow.keras.ops.numpy.identity,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.identity.json
tensorflow.keras.ops.numpy.imag,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.imag.json
tensorflow.keras.ops.numpy.inner,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.inner.json
tensorflow.keras.ops.numpy.isin,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.isin.json
tensorflow.keras.ops.numpy.isinf,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.isinf.json
tensorflow.keras.ops.numpy.isnan,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.isnan.json
tensorflow.keras.ops.numpy.isneginf,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.isneginf.json
tensorflow.keras.ops.numpy.isposinf,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.isposinf.json
tensorflow.keras.ops.numpy.kaiser,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.kaiser.json
tensorflow.keras.ops.numpy.kron,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.kron.json
tensorflow.keras.ops.numpy.lcm,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.lcm.json
tensorflow.keras.ops.numpy.ldexp,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.ldexp.json
tensorflow.keras.ops.numpy.left_shift,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.left_shift.json
tensorflow.keras.ops.numpy.less,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.less.json
tensorflow.keras.ops.numpy.less_equal,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.less_equal.json
tensorflow.keras.ops.numpy.log,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.log.json
tensorflow.keras.ops.numpy.log10,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.log10.json
tensorflow.keras.ops.numpy.log1p,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.log1p.json
tensorflow.keras.ops.numpy.log2,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.log2.json
tensorflow.keras.ops.numpy.logaddexp,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.logaddexp.json
tensorflow.keras.ops.numpy.logical_and,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.logical_and.json
tensorflow.keras.ops.numpy.logical_not,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.logical_not.json
tensorflow.keras.ops.numpy.logical_or,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.logical_or.json
tensorflow.keras.ops.numpy.logical_xor,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.logical_xor.json
tensorflow.keras.ops.numpy.logspace,pass,1,deterministic,False,6,3,6,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.logspace.json
tensorflow.keras.ops.numpy.matmul,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.matmul.json
tensorflow.keras.ops.numpy.maximum,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.maximum.json
tensorflow.keras.ops.numpy.mean,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.mean.json
tensorflow.keras.ops.numpy.median,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'keepdims' missing type | stage3 preview not ready: required param 'keepdims' unresolved: unhandled chosen type: if this is set to `true`,required param 'keepdims' unresolved: unhandled chosen type: if this is set to `true`,info2json/results/tensorflow/tensorflow.keras.ops.numpy.median.json
tensorflow.keras.ops.numpy.minimum,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.minimum.json
tensorflow.keras.ops.numpy.mod,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.mod.json
tensorflow.keras.ops.numpy.multiply,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.multiply.json
tensorflow.keras.ops.numpy.ndim,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.ndim.json
tensorflow.keras.ops.numpy.negative,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.negative.json
tensorflow.keras.ops.numpy.nonzero,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.nonzero.json
tensorflow.keras.ops.numpy.not_equal,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.not_equal.json
tensorflow.keras.ops.numpy.ones,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.ones.json
tensorflow.keras.ops.numpy.ones_like,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.ones_like.json
tensorflow.keras.ops.numpy.pad,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.pad.json
tensorflow.keras.ops.numpy.ravel,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.ravel.json
tensorflow.keras.ops.numpy.real,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.real.json
tensorflow.keras.ops.numpy.reciprocal,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.reciprocal.json
tensorflow.keras.ops.numpy.reshape,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.reshape.json
tensorflow.keras.ops.numpy.right_shift,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.right_shift.json
tensorflow.keras.ops.numpy.round,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.round.json
tensorflow.keras.ops.numpy.searchsorted,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'side' missing type | stage3 preview not ready: required param 'side' unresolved: unhandled chosen type: 'left' or 'right',required param 'side' unresolved: unhandled chosen type: 'left' or 'right',info2json/results/tensorflow/tensorflow.keras.ops.numpy.searchsorted.json
tensorflow.keras.ops.numpy.select,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.select.json
tensorflow.keras.ops.numpy.sign,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.sign.json
tensorflow.keras.ops.numpy.signbit,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.signbit.json
tensorflow.keras.ops.numpy.sin,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.sin.json
tensorflow.keras.ops.numpy.sinh,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.sinh.json
tensorflow.keras.ops.numpy.size,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.size.json
tensorflow.keras.ops.numpy.sort,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.sort.json
tensorflow.keras.ops.numpy.sqrt,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.sqrt.json
tensorflow.keras.ops.numpy.square,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.square.json
tensorflow.keras.ops.numpy.squeeze,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.squeeze.json
tensorflow.keras.ops.numpy.stack,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.stack.json
tensorflow.keras.ops.numpy.std,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.std.json
tensorflow.keras.ops.numpy.subtract,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.subtract.json
tensorflow.keras.ops.numpy.sum,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.sum.json
tensorflow.keras.ops.numpy.tan,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.tan.json
tensorflow.keras.ops.numpy.tanh,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.tanh.json
tensorflow.keras.ops.numpy.tensordot,pass,1,deterministic,False,3,3,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.tensordot.json
tensorflow.keras.ops.numpy.tri,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.tri.json
tensorflow.keras.ops.numpy.tril,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.tril.json
tensorflow.keras.ops.numpy.triu,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.triu.json
tensorflow.keras.ops.numpy.trunc,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.trunc.json
tensorflow.keras.ops.numpy.unravel_index,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.unravel_index.json
tensorflow.keras.ops.numpy.var,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.var.json
tensorflow.keras.ops.numpy.vdot,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.vdot.json
tensorflow.keras.ops.numpy.view,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.view.json
tensorflow.keras.ops.numpy.vstack,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.vstack.json
tensorflow.keras.ops.numpy.zeros,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.zeros.json
tensorflow.keras.ops.numpy.zeros_like,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.numpy.zeros_like.json
tensorflow.keras.ops.ones,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.keras.ops.ones.json
tensorflow.keras.ops.ones_like,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.ones_like.json
tensorflow.keras.ops.pad,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.pad.json
tensorflow.keras.ops.polar,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.polar.json
tensorflow.keras.ops.qr,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.qr.json
tensorflow.keras.ops.ravel,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.ravel.json
tensorflow.keras.ops.real,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.real.json
tensorflow.keras.ops.reciprocal,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.reciprocal.json
tensorflow.keras.ops.relu,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.relu.json
tensorflow.keras.ops.relu6,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.relu6.json
tensorflow.keras.ops.reshape,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.reshape.json
tensorflow.keras.ops.rfft,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.rfft.json
tensorflow.keras.ops.right_shift,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.right_shift.json
tensorflow.keras.ops.round,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.round.json
tensorflow.keras.ops.rsqrt,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.rsqrt.json
tensorflow.keras.ops.saturate_cast,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.saturate_cast.json
tensorflow.keras.ops.scatter_update,pass,1,deterministic,False,3,3,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.scatter_update.json
tensorflow.keras.ops.searchsorted,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'side' missing type | stage3 preview not ready: required param 'side' unresolved: unhandled chosen type: 'left' or 'right',required param 'side' unresolved: unhandled chosen type: 'left' or 'right',info2json/results/tensorflow/tensorflow.keras.ops.searchsorted.json
tensorflow.keras.ops.segment_max,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.segment_max.json
tensorflow.keras.ops.segment_sum,pass,1,deterministic,True,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.segment_sum.json
tensorflow.keras.ops.select,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.select.json
tensorflow.keras.ops.selu,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.selu.json
tensorflow.keras.ops.separable_conv,pass,1,deterministic,False,7,7,7,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.separable_conv.json
tensorflow.keras.ops.sigmoid,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sigmoid.json
tensorflow.keras.ops.sign,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sign.json
tensorflow.keras.ops.signbit,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.signbit.json
tensorflow.keras.ops.silu,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.silu.json
tensorflow.keras.ops.sin,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sin.json
tensorflow.keras.ops.sinh,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sinh.json
tensorflow.keras.ops.size,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.size.json
tensorflow.keras.ops.slice,pass,1,deterministic,False,3,3,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.slice.json
