api_full_name,status,rounds,repair_model_used,signature_found,param_count,required_param_count,supported_param_count,stage3_preview_ready,errors,warnings,stage3_preview_reasons,json_path
tensorflow.keras.ops.solve_triangular,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.solve_triangular.json
tensorflow.keras.ops.sort,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sort.json
tensorflow.keras.ops.sparse_categorical_crossentropy,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sparse_categorical_crossentropy.json
tensorflow.keras.ops.sparse_plus,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sparse_plus.json
tensorflow.keras.ops.sparse_sigmoid,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sparse_sigmoid.json
tensorflow.keras.ops.sparsemax,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sparsemax.json
tensorflow.keras.ops.sqrt,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sqrt.json
tensorflow.keras.ops.square,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.square.json
tensorflow.keras.ops.squareplus,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.squareplus.json
tensorflow.keras.ops.squeeze,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.squeeze.json
tensorflow.keras.ops.stack,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.stack.json
tensorflow.keras.ops.std,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.std.json
tensorflow.keras.ops.stft,pass,1,deterministic,False,6,4,6,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.stft.json
tensorflow.keras.ops.subtract,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.subtract.json
tensorflow.keras.ops.sum,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.sum.json
tensorflow.keras.ops.svd,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.svd.json
tensorflow.keras.ops.swish,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.swish.json
tensorflow.keras.ops.tan,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.tan.json
tensorflow.keras.ops.tanh,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.tanh.json
tensorflow.keras.ops.tanh_shrink,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.tanh_shrink.json
tensorflow.keras.ops.tensordot,pass,1,deterministic,False,3,3,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.tensordot.json
tensorflow.keras.ops.tri,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.tri.json
tensorflow.keras.ops.tril,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.tril.json
tensorflow.keras.ops.triu,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.triu.json
tensorflow.keras.ops.trunc,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.trunc.json
tensorflow.keras.ops.unfold,pass,1,deterministic,False,5,2,5,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.unfold.json
tensorflow.keras.ops.unravel_index,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.unravel_index.json
tensorflow.keras.ops.unstack,pass_with_warnings,1,deterministic,False,3,2,3,False,,stage3 preview not ready: required param 'axis' unresolved: unhandled chosen type: int32,required param 'axis' unresolved: unhandled chosen type: int32,info2json/results/tensorflow/tensorflow.keras.ops.unstack.json
tensorflow.keras.ops.var,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.var.json
tensorflow.keras.ops.vdot,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.vdot.json
tensorflow.keras.ops.view,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.view.json
tensorflow.keras.ops.vstack,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.vstack.json
tensorflow.keras.ops.zeros,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.zeros.json
tensorflow.keras.ops.zeros_like,pass,1,deterministic,False,1,1,1,True,,,,info2json/results/tensorflow/tensorflow.keras.ops.zeros_like.json
tensorflow.keras.preprocessing.image.random_brightness,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.keras.preprocessing.image.random_brightness.json
tensorflow.keras.preprocessing.sequence.make_sampling_table,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.keras.preprocessing.sequence.make_sampling_table.json
tensorflow.keras.quantizers.fake_quant_with_min_max_vars,pass_with_warnings,1,deterministic,False,6,4,6,False,,required param 'narrow_range' missing type | stage3 preview not ready: required param 'narrow_range' unresolved: unhandled chosen type: whether to use narrow quantization range. defaults to `false`.,required param 'narrow_range' unresolved: unhandled chosen type: whether to use narrow quantization range. defaults to `false`.,info2json/results/tensorflow/tensorflow.keras.quantizers.fake_quant_with_min_max_vars.json
tensorflow.keras.quantizers.pack_int4,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.keras.quantizers.pack_int4.json
tensorflow.keras.quantizers.unpack_int4,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.keras.quantizers.unpack_int4.json
tensorflow.keras.utils.to_categorical,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.keras.utils.to_categorical.json
tensorflow.keras.visualization.draw_bounding_boxes,pass,1,deterministic,False,9,3,9,True,,,,info2json/results/tensorflow/tensorflow.keras.visualization.draw_bounding_boxes.json
tensorflow.keras.visualization.draw_segmentation_masks,pass_with_warnings,1,deterministic,False,8,4,8,False,,required param 'alpha' missing type | stage3 preview not ready: required param 'alpha' unresolved: unhandled chosen type: the opacity of the segmentation masks. must be in the range `[0,required param 'alpha' unresolved: unhandled chosen type: the opacity of the segmentation masks. must be in the range `[0,info2json/results/tensorflow/tensorflow.keras.visualization.draw_segmentation_masks.json
tensorflow.less,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.less.json
tensorflow.less_equal,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.less_equal.json
tensorflow.linalg.band_part,pass_with_warnings,1,deterministic,False,4,4,4,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.linalg.band_part.json
tensorflow.linalg.banded_triangular_solve,pass,1,deterministic,False,5,2,5,True,,,,info2json/results/tensorflow/tensorflow.linalg.banded_triangular_solve.json
tensorflow.linalg.cholesky_solve,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name to give this `op`. defaults to `cholesky_solve`.,required param 'name' unresolved: unhandled chosen type: a name to give this `op`. defaults to `cholesky_solve`.,info2json/results/tensorflow/tensorflow.linalg.cholesky_solve.json
tensorflow.linalg.cross,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.linalg.cross.json
tensorflow.linalg.det,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.linalg.det.json
tensorflow.linalg.diag,pass_with_warnings,1,deterministic,True,2,0,2,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.linalg.diag.json
tensorflow.linalg.diag_part,pass_with_warnings,1,deterministic,True,2,0,2,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.linalg.diag_part.json
tensorflow.linalg.eig,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.linalg.eig.json
tensorflow.linalg.eigh,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.linalg.eigh.json
tensorflow.linalg.eigvals,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.linalg.eigvals.json
tensorflow.linalg.eigvalsh,pass_with_warnings,1,deterministic,False,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.linalg.eigvalsh.json
tensorflow.linalg.eye,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.linalg.eye.json
tensorflow.linalg.global_norm,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.linalg.global_norm.json
tensorflow.linalg.inv,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.linalg.inv.json
tensorflow.linalg.l2_normalize,pass_with_warnings,1,deterministic,True,5,4,5,False,,required param 'epsilon' missing type | required param 'dim' missing type | stage3 preview not ready: required param 'epsilon' unresolved: unhandled chosen type: a lower bound value for the norm. will use `sqrt(epsilon)` as the divisor if `norm < sqrt(epsilon)`. | required param 'dim' unresolved: unhandled chosen type: deprecated,required param 'epsilon' unresolved: unhandled chosen type: a lower bound value for the norm. will use `sqrt(epsilon)` as the divisor if `norm < sqrt(epsilon)`. | required param 'dim' unresolved: unhandled chosen type: deprecated,info2json/results/tensorflow/tensorflow.linalg.l2_normalize.json
tensorflow.linalg.logm,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.linalg.logm.json
tensorflow.linalg.lstsq,pass,1,deterministic,False,5,3,5,True,,,,info2json/results/tensorflow/tensorflow.linalg.lstsq.json
tensorflow.linalg.lu,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.linalg.lu.json
tensorflow.linalg.matrix_rank,pass,1,deterministic,False,4,1,4,True,,,,info2json/results/tensorflow/tensorflow.linalg.matrix_rank.json
tensorflow.linalg.matrix_transpose,pass_with_warnings,1,deterministic,True,3,2,3,True,,required param 'matrix' missing type | required param 'matrix' missing description | required param 'b' missing type | required param 'b' missing description,,info2json/results/tensorflow/tensorflow.linalg.matrix_transpose.json
tensorflow.linalg.normalize,pass_with_warnings,1,deterministic,False,3,1,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: the name of the op.,required param 'name' unresolved: unhandled chosen type: the name of the op.,info2json/results/tensorflow/tensorflow.linalg.normalize.json
tensorflow.linalg.pinv,pass,1,deterministic,False,4,1,4,True,,,,info2json/results/tensorflow/tensorflow.linalg.pinv.json
tensorflow.linalg.qr,pass_with_warnings,1,deterministic,False,3,2,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.linalg.qr.json
tensorflow.linalg.slogdet,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.linalg.slogdet.json
tensorflow.linalg.solve,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.linalg.solve.json
tensorflow.linalg.sqrtm,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.linalg.sqrtm.json
tensorflow.linalg.tensor_diag,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.linalg.tensor_diag.json
tensorflow.linalg.tensor_diag_part,pass_with_warnings,1,deterministic,True,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.linalg.tensor_diag_part.json
tensorflow.linalg.tensordot,pass,1,deterministic,False,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.linalg.tensordot.json
tensorflow.linalg.trace,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.linalg.trace.json
tensorflow.linalg.triangular_solve,pass,1,deterministic,False,5,2,5,True,,,,info2json/results/tensorflow/tensorflow.linalg.triangular_solve.json
tensorflow.linalg.tridiagonal_matmul,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.linalg.tridiagonal_matmul.json
tensorflow.linspace,pass,1,deterministic,False,5,4,5,True,,,,info2json/results/tensorflow/tensorflow.linspace.json
tensorflow.logical_and,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.logical_and.json
tensorflow.logical_not,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.logical_not.json
tensorflow.logical_or,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.logical_or.json
tensorflow.losses.KLD,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.KLD.json
tensorflow.losses.MAE,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.MAE.json
tensorflow.losses.MSE,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.MSE.json
tensorflow.losses.binary_crossentropy,pass_with_warnings,1,deterministic,True,5,4,5,False,,required param 'y_true' missing type | required param 'y_pred' missing type | required param 'axis' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size | required param 'y_pred' unresolved: unhandled chosen type: the predicted values. shape = `[batch_size | required param 'axis' unresolved: unhandled chosen type: the axis along which the mean is computed. defaults to `-1`.,required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size | required param 'y_pred' unresolved: unhandled chosen type: the predicted values. shape = `[batch_size | required param 'axis' unresolved: unhandled chosen type: the axis along which the mean is computed. defaults to `-1`.,info2json/results/tensorflow/tensorflow.losses.binary_crossentropy.json
tensorflow.losses.binary_focal_crossentropy,pass_with_warnings,1,deterministic,True,8,4,8,False,,required param 'y_true' missing type | required param 'y_pred' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values | required param 'y_pred' unresolved: unhandled chosen type: the predicted values,required param 'y_true' unresolved: unhandled chosen type: ground truth values | required param 'y_pred' unresolved: unhandled chosen type: the predicted values,info2json/results/tensorflow/tensorflow.losses.binary_focal_crossentropy.json
tensorflow.losses.categorical_crossentropy,pass_with_warnings,1,deterministic,True,5,4,5,False,,required param 'axis' missing type | stage3 preview not ready: required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,info2json/results/tensorflow/tensorflow.losses.categorical_crossentropy.json
tensorflow.losses.categorical_focal_crossentropy,pass_with_warnings,1,deterministic,True,7,6,7,False,,required param 'gamma' missing type | required param 'axis' missing type | stage3 preview not ready: required param 'gamma' unresolved: unhandled chosen type: a focusing parameter | required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,required param 'gamma' unresolved: unhandled chosen type: a focusing parameter | required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,info2json/results/tensorflow/tensorflow.losses.categorical_focal_crossentropy.json
tensorflow.losses.categorical_generalized_cross_entropy,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'y_pred' missing type | stage3 preview not ready: required param 'y_pred' unresolved: unhandled chosen type: the predicted class probabilities,required param 'y_pred' unresolved: unhandled chosen type: the predicted class probabilities,info2json/results/tensorflow/tensorflow.losses.categorical_generalized_cross_entropy.json
tensorflow.losses.categorical_hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.categorical_hinge.json
tensorflow.losses.circle,pass,1,deterministic,False,7,2,7,True,,,,info2json/results/tensorflow/tensorflow.losses.circle.json
tensorflow.losses.cosine_similarity,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.losses.cosine_similarity.json
tensorflow.losses.dice,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.losses.dice.json
tensorflow.losses.hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.hinge.json
tensorflow.losses.huber,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.losses.huber.json
tensorflow.losses.kullback_leibler_divergence,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.kullback_leibler_divergence.json
tensorflow.losses.logcosh,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.logcosh.json
tensorflow.losses.poisson,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'y_true' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,info2json/results/tensorflow/tensorflow.losses.poisson.json
tensorflow.losses.squared_hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.losses.squared_hinge.json
tensorflow.losses.tversky,pass_with_warnings,1,deterministic,False,5,5,5,False,,required param 'alpha' missing type | required param 'beta' missing type | stage3 preview not ready: required param 'alpha' unresolved: unhandled chosen type: coefficient controlling incidence of false positives. | required param 'beta' unresolved: unhandled chosen type: coefficient controlling incidence of false negatives.,required param 'alpha' unresolved: unhandled chosen type: coefficient controlling incidence of false positives. | required param 'beta' unresolved: unhandled chosen type: coefficient controlling incidence of false negatives.,info2json/results/tensorflow/tensorflow.losses.tversky.json
tensorflow.math.accumulate_n,pass_with_warnings,1,deterministic,False,4,4,4,False,,required param 'shape' missing type | required param 'name' missing type | stage3 preview not ready: required param 'shape' unresolved: unhandled chosen type: expected shape of elements of `inputs` (optional). also controls the output shape of this op | required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'shape' unresolved: unhandled chosen type: expected shape of elements of `inputs` (optional). also controls the output shape of this op | required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.accumulate_n.json
tensorflow.math.acos,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.acos.json
tensorflow.math.acosh,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.acosh.json
tensorflow.math.add_n,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.add_n.json
tensorflow.math.angle,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.angle.json
tensorflow.math.argmax,pass,1,deterministic,False,4,1,4,True,,,,info2json/results/tensorflow/tensorflow.math.argmax.json
tensorflow.math.argmin,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.math.argmin.json
tensorflow.math.atan2,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.math.atan2.json
tensorflow.math.bessel_i0,pass_with_warnings,1,deterministic,True,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.bessel_i0.json
tensorflow.math.bessel_i0e,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.bessel_i0e.json
tensorflow.math.bessel_i1,pass_with_warnings,1,deterministic,True,2,1,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.bessel_i1.json
tensorflow.math.bessel_i1e,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.bessel_i1e.json
tensorflow.math.betainc,pass,1,deterministic,False,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.math.betainc.json
tensorflow.math.bincount,pass_with_warnings,1,deterministic,True,7,5,7,False,,required param 'weights' missing type | required param 'minlength' missing type | required param 'name' missing type | stage3 preview not ready: required param 'weights' unresolved: unhandled chosen type: if non-none | required param 'minlength' unresolved: unhandled chosen type: if given | required param 'name' unresolved: unhandled chosen type: a name scope for the associated operations (optional).,required param 'weights' unresolved: unhandled chosen type: if non-none | required param 'minlength' unresolved: unhandled chosen type: if given | required param 'name' unresolved: unhandled chosen type: a name scope for the associated operations (optional).,info2json/results/tensorflow/tensorflow.math.bincount.json
tensorflow.math.ceil,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.ceil.json
tensorflow.math.confusion_matrix,pass_with_warnings,1,deterministic,False,5,4,5,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: scope name.,required param 'name' unresolved: unhandled chosen type: scope name.,info2json/results/tensorflow/tensorflow.math.confusion_matrix.json
tensorflow.math.conj,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.conj.json
tensorflow.math.cos,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.cos.json
tensorflow.math.cosh,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.cosh.json
tensorflow.math.count_nonzero,pass,1,deterministic,False,4,1,4,True,,,,info2json/results/tensorflow/tensorflow.math.count_nonzero.json
tensorflow.math.cumprod,pass_with_warnings,1,deterministic,False,5,2,5,False,,required param 'exclusive' missing type | stage3 preview not ready: required param 'exclusive' unresolved: unhandled chosen type: if `true`,required param 'exclusive' unresolved: unhandled chosen type: if `true`,info2json/results/tensorflow/tensorflow.math.cumprod.json
tensorflow.math.cumsum,pass_with_warnings,1,deterministic,False,5,2,5,False,,required param 'exclusive' missing type | stage3 preview not ready: required param 'exclusive' unresolved: unhandled chosen type: if `true`,required param 'exclusive' unresolved: unhandled chosen type: if `true`,info2json/results/tensorflow/tensorflow.math.cumsum.json
tensorflow.math.cumulative_logsumexp,pass_with_warnings,1,deterministic,False,5,3,5,False,,required param 'exclusive' missing type | required param 'reverse' missing type | stage3 preview not ready: required param 'exclusive' unresolved: unhandled chosen type: if `true` | required param 'reverse' unresolved: unhandled chosen type: if `true`,required param 'exclusive' unresolved: unhandled chosen type: if `true` | required param 'reverse' unresolved: unhandled chosen type: if `true`,info2json/results/tensorflow/tensorflow.math.cumulative_logsumexp.json
tensorflow.math.digamma,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.digamma.json
tensorflow.math.divide,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.math.divide.json
tensorflow.math.divide_no_nan,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.divide_no_nan.json
tensorflow.math.equal,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.math.equal.json
tensorflow.math.erfc,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.erfc.json
tensorflow.math.exp,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.exp.json
tensorflow.math.expm1,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.expm1.json
tensorflow.math.floor,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.floor.json
tensorflow.math.floormod,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.math.floormod.json
tensorflow.math.greater,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.math.greater.json
tensorflow.math.greater_equal,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.math.greater_equal.json
tensorflow.math.igamma,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.igamma.json
tensorflow.math.igammac,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.igammac.json
tensorflow.math.imag,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.imag.json
tensorflow.math.invert_permutation,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.invert_permutation.json
tensorflow.math.is_finite,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.is_finite.json
tensorflow.math.is_inf,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.is_inf.json
tensorflow.math.is_nan,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.math.is_nan.json
tensorflow.math.is_non_decreasing,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.is_non_decreasing.json
tensorflow.math.is_strictly_increasing,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.math.is_strictly_increasing.json
