api_full_name,status,classification,rounds,repair_model_used,signature_found,param_count,required_param_count,supported_param_count,stage3_preview_ready,errors,warnings,stage3_preview_reasons,json_path
jax.numpy.take,pass,pass,1,deterministic,True,8,2,8,True,,,,info2json/results/jax/jax.numpy.take.json
jax.numpy.tan,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.tan.json
jax.numpy.tanh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.tanh.json
jax.numpy.trace,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.numpy.trace.json
jax.numpy.transpose,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.transpose.json
jax.numpy.trapezoid,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.trapezoid.json
jax.numpy.tri,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.tri.json
jax.numpy.tril,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.tril.json
jax.numpy.tril_indices,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.tril_indices.json
jax.numpy.tril_indices_from,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.tril_indices_from.json
jax.numpy.trim_zeros,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.trim_zeros.json
jax.numpy.triu,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.triu.json
jax.numpy.triu_indices,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.triu_indices.json
jax.numpy.triu_indices_from,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.triu_indices_from.json
jax.numpy.true_divide,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.true_divide.json
jax.numpy.trunc,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.trunc.json
jax.numpy.ufunc.accumulate,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.ufunc.accumulate.json
jax.numpy.ufunc.outer,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.ufunc.outer.json
jax.numpy.ufunc.reduce,pass,pass,1,deterministic,True,7,1,7,True,,,,info2json/results/jax/jax.numpy.ufunc.reduce.json
jax.numpy.ufunc.reduceat,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.ufunc.reduceat.json
jax.numpy.union1d,pass,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/jax/jax.numpy.union1d.json
jax.numpy.unique_all,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.unique_all.json
jax.numpy.unique_counts,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.unique_counts.json
jax.numpy.unique_inverse,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.unique_inverse.json
jax.numpy.unique_values,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.unique_values.json
jax.numpy.unpackbits,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.unpackbits.json
jax.numpy.unravel_index,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.unravel_index.json
jax.numpy.unstack,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.unstack.json
jax.numpy.unwrap,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.unwrap.json
jax.numpy.vander,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.vander.json
jax.numpy.var,pass,pass,1,deterministic,True,9,1,9,True,,,,info2json/results/jax/jax.numpy.var.json
jax.numpy.vecmat,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.vecmat.json
jax.numpy.vstack,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.vstack.json
jax.ops.segment_max,pass,pass,1,deterministic,True,7,2,7,True,,,,info2json/results/jax/jax.ops.segment_max.json
jax.ops.segment_min,pass,pass,1,deterministic,True,7,2,7,True,,,,info2json/results/jax/jax.ops.segment_min.json
jax.ops.segment_prod,pass,pass,1,deterministic,True,7,2,7,True,,,,info2json/results/jax/jax.ops.segment_prod.json
jax.ops.segment_sum,pass,pass,1,deterministic,True,7,2,7,True,,,,info2json/results/jax/jax.ops.segment_sum.json
jax.random.PRNGKey,pass_with_warnings,pass_with_warnings,1,deterministic,True,2,0,2,True,,no required params remained after normalization; check doc parsing,,info2json/results/jax/jax.random.PRNGKey.json
jax.random.key,pass_with_warnings,pass_with_warnings,1,deterministic,True,2,0,2,True,,no required params remained after normalization; check doc parsing,,info2json/results/jax/jax.random.key.json
jax.random.wrap_key_data,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.random.wrap_key_data.json
jax.scipy.integrate.trapezoid,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.scipy.integrate.trapezoid.json
jax.scipy.linalg.cho_factor,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.scipy.linalg.cho_factor.json
jax.scipy.linalg.cholesky,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.scipy.linalg.cholesky.json
jax.scipy.linalg.det,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.scipy.linalg.det.json
jax.scipy.linalg.eigh_tridiagonal,pass,pass,1,deterministic,True,7,2,7,True,,,,info2json/results/jax/jax.scipy.linalg.eigh_tridiagonal.json
jax.scipy.linalg.expm,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.scipy.linalg.expm.json
jax.scipy.linalg.hankel,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.scipy.linalg.hankel.json
jax.scipy.linalg.inv,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.scipy.linalg.inv.json
jax.scipy.linalg.lu_factor,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.scipy.linalg.lu_factor.json
jax.scipy.linalg.rsf2csf,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.scipy.linalg.rsf2csf.json
jax.scipy.linalg.schur,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.scipy.linalg.schur.json
jax.scipy.linalg.solve_sylvester,pass,pass,1,deterministic,True,5,3,5,True,,,,info2json/results/jax/jax.scipy.linalg.solve_sylvester.json
jax.scipy.linalg.sqrtm,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.scipy.linalg.sqrtm.json
jax.scipy.linalg.toeplitz,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.scipy.linalg.toeplitz.json
jax.scipy.signal.csd,pass,pass,1,deterministic,True,12,2,12,True,,,,info2json/results/jax/jax.scipy.signal.csd.json
jax.scipy.signal.stft,pass,pass,1,deterministic,True,11,1,11,True,,,,info2json/results/jax/jax.scipy.signal.stft.json
jax.scipy.signal.welch,pass,pass,1,deterministic,True,11,1,11,True,,,,info2json/results/jax/jax.scipy.signal.welch.json
jax.scipy.special.gamma,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.gamma.json
jax.scipy.special.i0,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.i0.json
jax.scipy.special.i0e,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.i0e.json
jax.scipy.special.i1,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.i1.json
jax.scipy.special.i1e,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.i1e.json
jax.scipy.special.log_ndtr,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.scipy.special.log_ndtr.json
jax.scipy.special.log_softmax,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.scipy.special.log_softmax.json
jax.scipy.special.loggamma,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.loggamma.json
jax.scipy.special.logsumexp,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.scipy.special.logsumexp.json
jax.scipy.special.ndtr,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.ndtr.json
jax.scipy.special.ndtri,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.ndtri.json
jax.scipy.special.sici,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.scipy.special.sici.json
jax.scipy.special.softmax,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.scipy.special.softmax.json
